text_id,round,text,label,id,group,AI_confidence,Human_confidence
859,23,美国将要宣布对台军售。每次看这消息都觉得屈辱。太他妈不讲理了。英法支持利比亚反对派也没敢公开卖武器。美国没把中国当回事，而且与中国为敌。议员普遍反华，一遇选举就拿反华言论争取选票。,5,1,A,,5
702,24,《行风热线》的一月直播、重播节目收听率呵呵够呛！老婆，二月份开始靠你的工资过日子了。[泪] 某个指标只有目标的一半。不会照这个来领工资吧？死定了！,1,1,A,,5
980,25,儿：我已经不是那个吃一锅羊排还说饿的那个我了，你也不是挥舞棒子打我的那个你了，我们都老了，祝母亲节快乐！,3,1,A,,5
430,26,你是我的欢乐，是我的青春，是我的梦想，是那朵荆棘里开出的花，是我在2010最大的收获，是我的2011最美的序幕！,0,1,A,,5
53,27,闲的无聊在至恒暗域吧找点有趣的东东，。。结果发现了小美和前女友的照片。。。55555555555泪奔看图不解释,2,1,A,,5
362,28,考试临近，同学们都开始泡图书馆了吧？但经常会遇到没有位置的情况啊……下面是一位熟悉学校的同学为大家整理出来的所有可以学习的地方哟～注意！Learning Center都是有电脑的，有电脑就有打印机哟！通宵不关门的有N44和N50。那么，大家加油啦！[哈尼兔耶] [哈尼兔耶],0,1,A,,5
746,29,胜利路李家巷这边那家宠物店大家千万不要去，黑心店！我的狗狗在这边寄养了八天，瘦了四斤多，我来接的时候被关在一个没水没粮的笼子里，身上又脏又瘦。妈的，气死我了！,6,1,A,,5
848,30,回到学校了，然后又哭笑不得了，姑娘们，不是说不让你们翻我东西，就是提前跟我说一声或者别留那么多破绽，我不介意你们翻我东西但是我很介意你们的卑微，我想让你们光明正大的做事，真心对你们好，唉。刚才看到说寂寞的人都会随身带手机，真的哎，这样即使别人都有伴儿我也不会尴尬，因为我有手机哼！,0,1,A,,5
645,31,一个人搭火车回家了！车票无位的，点解感多位？这么一走。。。好久才回韶大了！有种说不出的感觉，好留恋！,6,1,A,,5
493,32,你打电子游戏吗。#NAME?#NAME?#NAME?哈哈，笑死了。快出来吧。。。。期待爱情公寓2,2,1,A,,5
