text_id,round,text,label,id,group,AI_confidence,Human_confidence
233,19,祝福黑人和范范…也祝你生日快乐…//@炬雄:5月7号真是个好日子 不仅很多人选择今天结婚 最重要是我生日 哇咔咔,6,5,E,4,4
622,20,现在真的好恐怖啊。。。那个我现在还在回想。。。。妈的！！！！！我瞎了眼看到那个东西。。。。现在最炫民族风单曲大声循环中，真的能给我壮胆。。。,5,5,E,4,3
142,21,[惊哭]额滴神啊，天使细亚重出江湖了~[揪耳朵]小俊俊一如既往的可爱再现了天使的模样，[路过]我们朴锅也一如既往的Hold不住，完全忘记表情管理~[萌]我们俊秀啊，这个卖萌呢要么不肯做，要做就要做得彻底，[晃]左边来一下，右边来一下，[哇哈哈]看到最后朴锅都傻眼愣住了~[强吻]这俩人实在是太可爱了~,1,5,E,3,4
326,22,写稿写得头晕目眩耳鸣胸闷，肚子又饿了。是叫安徽料理？还是自己下厨？算了，自己下厨吧，外面风大雨大，不折腾外卖员了。,0,5,E,3,5
810,23,下了一身白毛汗，进地库前想小绕一下走雪地，干干净净的进车位。谁承想。。。差点撞电线杆子。。现在还后怕呢。。。仅差一拳头的距离啊。。。。万幸了万幸,1,5,E,3,5
957,24,路口一个年轻妈妈带着孩子等绿灯通行，一个小豆丁一个辣妈惹人羡慕。妈妈看着那些对红灯熟视无睹的人群，坚定的等到绿灯，才招呼小豆丁过马路，有些感动，有些揪心。感动家教的力量是无穷的，揪心这孩子的未来，秀才怎么在土匪窝里生存啊！,2,5,E,3,4
489,25,终于圆了偶的梦天气好的时候可以和老公去西湖边走走 就很开心了偶们两个胖子就一直在吃 吃了有3 4家吧 唉~~~真是一看就是一家子的~~~,2,5,E,3,4
863,26,忘了在哪儿看过的:猫和狗的不同，狗在想:主人每天喂我养我陪伴我，主人一定是神。猫在想:主人每天喂我养我陪伴我，我一定是神……新年刚开始，必须像猫学习!!哈哈哈,5,5,E,4,3
556,27,好难受，好难受！很多人都叫我不如改名算了，不然很多人认定我是笔亲，我去追别人，人家说我爬墙，笔亲会针对我，现在PO图上LOGO，还会给人对号入座说是自己笔亲拍的图。。。其实我就是习惯了这名字么，跟其他没有关系，我不想改来改去那么麻烦呀！也不知道改什么好。。。就这样，一直纠结着痛苦，呜呜,2,5,E,3,4
362,28,考试临近，同学们都开始泡图书馆了吧？但经常会遇到没有位置的情况啊……下面是一位熟悉学校的同学为大家整理出来的所有可以学习的地方哟～注意！Learning Center都是有电脑的，有电脑就有打印机哟！通宵不关门的有N44和N50。那么，大家加油啦！[哈尼兔耶] [哈尼兔耶],1,5,E,5,5
45,29,朴北鼻眼睛蒲扇的样子真心的扼杀了我~~~[惊哭] 还有喉咙处小肉肉缩上去的感觉~也好喜欢的~~[惊哭] 北鼻啊~~~~,2,5,E,3,5
508,30,大家2011快乐~我的生日到了！希望我在2011年快乐，幸福，能够在梦想的城市工作，跟喜欢的人在一起，永远平平淡淡的生活！大脑袋，你要等我，爱你！[给力],1,5,E,3,4
784,31,睡前把老婆在开心网看到的文章拿来和大家分享一下：人体最多只能承受45（单位）的疼痛，但在分娩时一个女人承受的痛却高达57（单位），相当于20根骨头同时骨折。[晕] 世界上的每个妈妈都是伟大的！[心] [good],0,5,E,5,5
492,32,三个人的宿舍一个孩子还要搬走，本来觉得挺难过的，但是突然想到那孩子的脚臭惨无人寰，这才醒悟，貌似他搬走了未尝不是件好事……,1,5,E,3,5
